Entidad	ID Activo	Proyecto	Categoría	Dpto	U operativa	Moneda	F.Transacción	Año	Per inic	Per fin	Importe
NMP01	000000120789	OPTIRENTA	EQOFN	_	13153	MXN	01/01/2018	2024	1	12	902.65
NMP01	000000120790	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	850.14
NMP01	000000120791	OPTIRENTA	EQOFN	_	13153	MXN	01/01/2018	2024	1	12	3423.71
NMP01	000000120792	OPTIRENTA	EQOFN	_	13153	MXN	01/01/2018	2024	1	12	1538.55
NMP01	000000120793	OPTIRENTA	EQOFN	_	13153	MXN	01/01/2018	2024	1	12	1460.81
NMP01	000000120794	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	2008.94
NMP01	000000120795	OPTIRENTA	EQOFN	_	13324	MXN	01/12/2017	2024	1	12	836.9
NMP01	000000120796	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	3294.29
NMP01	000000120797	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	1480.39
NMP01	000000120798	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	1405.59
NMP01	000000120799	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	1405.59
NMP01	000000120800	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	2639.54
NMP01	000000120801	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	2639.54
NMP01	000000120802	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	2639.54
NMP01	000000120803	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	2639.54
NMP01	000000120804	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	2639.54
NMP01	000000120805	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	836.9
NMP01	000000120806	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	789.9
NMP01	000000120807	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	789.9
NMP01	000000120808	CORP	EQOFN	25000	ADMON	MXN	01/01/2018	2024	1	12	3618.3
NMP01	000000120809	CORP	EQOFN	25410	ADMON	MXN	01/01/2018	2024	1	12	1682.18
NMP01	000000120810	CORP	EQOFN	25410	ADMON	MXN	01/01/2018	2024	1	12	3618.3
NMP01	000000120811	CORP	EQOFN	25410	ADMON	MXN	01/01/2018	2024	1	12	3618.3
NMP01	000000120812	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	1423.99
NMP01	000000120813	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	742.09
NMP01	000000120814	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	955.4
NMP01	000000120815	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	742.09
NMP01	000000120816	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	1843.53
NMP01	000000120817	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	803.54
NMP01	000000120818	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	742.09
NMP01	000000120819	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	1843.53
NMP01	000000120820	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	1423.99
NMP01	000000120821	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	803.54
NMP01	000000120822	SUCS_NB	EQOFN	_	13312	MXN	01/01/2018	2024	1	12	955.4
NMP01	000000120823	SUCS_NB	EQOFN	_	13010	MXN	01/01/2018	2024	1	12	3484.7
NMP01	000000120824	SUCS_NB	EQOFN	_	13013	MXN	01/01/2018	2024	1	12	3484.7
NMP01	000000120825	SUCS_NB	EQOFN	_	13017	MXN	01/01/2018	2024	1	12	3484.7
NMP01	000000120826	SUCS_NB	EQOFN	_	13025	MXN	01/01/2018	2024	1	12	3484.7
NMP01	000000120827	SUCS_NB	EQOFN	_	13038	MXN	01/01/2018	2024	1	12	3484.7
NMP01	000000120828	SUCS_NB	EQOFN	_	13139	MXN	01/01/2018	2024	1	12	3484.7
NMP01	000000120829	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	6491.52
NMP01	000000120830	OPTIRENTA	EQOFN	_	13324	MXN	01/01/2018	2024	1	12	6491.52
NMP01	000000120831	INTERVE_CM	EDIFC	_	13000	MXN	01/02/2018	2024	1	12	134999.95
NMP01	000000120832	INTERVE_CM	EDIFC	_	13000	MXN	01/02/2018	2024	1	12	39999.95
NMP01	000000120833	INTERVE_CM	EDIFC	_	13000	MXN	01/02/2018	2024	1	12	18827.99
NMP01	000000120834	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	38237.9
NMP01	000000120835	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	40805.9
NMP01	000000120836	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	30329.9
NMP01	000000120837	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	39449.9
NMP01	000000120838	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	69572.4
NMP01	000000120839	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	49859.9
NMP01	000000120840	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	92384.9
NMP01	000000120841	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	65819.9
NMP01	000000120842	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	936417.65
NMP01	000000120843	INTERVE_CM	EQOFN	_	13000	MXN	01/02/2018	2024	1	12	2319.9
NMP01	000000120844	SUCS_NB	EQSEG	_	13018	MXN	01/07/2020	2024	1	12	5199.9
NMP01	000000120845	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120846	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120847	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120848	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120849	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120850	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120851	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120852	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120853	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120854	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120855	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120856	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120857	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120858	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120859	CORP	EQSEG	25401	ADMON	MXN	01/02/2018	2024	1	12	1029.9
NMP01	000000120860	INTERVE_CM	EQSEG	_	13000	MXN	01/02/2018	2024	1	12	12388
NMP01	000000120875	SUCS_NB	EQSEG	_	13154	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120876	SUCS_NB	EQSEG	_	13158	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120877	SUCS_NB	EQSEG	_	13159	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120878	SUCS_NB	EQSEG	_	13160	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120879	CORP	EQSEG	25400	ADMON	MXN	01/08/2021	2024	1	12	1123.84
NMP01	000000120880	CORP	EQSEG	25102	ADMON	MXN	01/09/2023	2024	1	12	1123.84
NMP01	000000120881	SUCS_NB	EQSEG	_	13168	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120882	SUCS_NB	EQSEG	_	13060	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120883	SUCS_NB	EQSEG	_	13062	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120884	SUCS_NB	EQSEG	_	13015	MXN	01/07/2020	2024	1	12	836.32
NMP01	000000120885	SUCS_NB	EQSEG	_	13074	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120886	SUCS_NB	EQSEG	_	13077	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120887	SUCS_NB	EQSEG	_	13080	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120888	SUCS_NB	EQSEG	_	13269	MXN	01/07/2020	2024	1	12	836.32
NMP01	000000120889	SUCS_NB	EQSEG	_	13090	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120890	SUCS_NB	EQSEG	_	13091	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120891	SUCS_NB	EQSEG	_	13093	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120892	SUCS_NB	EQSEG	_	13105	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120893	SUCS_NB	EQSEG	_	13125	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120894	SUCS_NB	EQSEG	_	13139	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120895	SUCS_NB	EQSEG	_	13158	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120896	SUCS_NB	EQSEG	_	13159	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120897	SUCS_NB	EQSEG	_	13160	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120898	CORP	EQSEG	25400	ADMON	MXN	01/08/2021	2024	1	12	836.32
NMP01	000000120899	CORP	EQSEG	25102	ADMON	MXN	01/09/2023	2024	1	12	836.32
NMP01	000000120900	SUCS_NB	EQSEG	_	13168	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120901	SUCS_NB	EQSEG	_	13195	MXN	01/07/2020	2024	1	12	836.32
NMP01	000000120902	SUCS_NB	EQSEG	_	13039	MXN	01/07/2020	2024	1	12	836.32
NMP01	000000120903	SUCS_NB	EQSEG	_	13189	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120904	SUCS_NB	EQSEG	_	13201	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120905	SUCS_NB	EQSEG	_	13323	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120906	SUCS_NB	EQSEG	_	13015	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120907	SUCS_NB	EQSEG	_	13016	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120908	SUCS_NB	EQSEG	_	13020	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120909	SUCS_NB	EQSEG	_	13029	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120910	SUCS_NB	EQSEG	_	13052	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120911	SUCS_NB	EQSEG	_	13061	MXN	01/03/2018	2024	1	12	836.32
NMP01	000000120912	SUCS_NB	EQSEG	_	13047	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120913	SUCS_NB	EQSEG	_	13052	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120914	SUCS_NB	EQSEG	_	13060	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120915	SUCS_NB	EQSEG	_	13061	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120916	SUCS_NB	EQSEG	_	13062	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120917	SUCS_NB	EQSEG	_	13036	MXN	01/07/2020	2024	1	12	1123.84
NMP01	000000120918	SUCS_NB	EQSEG	_	13030	MXN	01/07/2020	2024	1	12	735.1
NMP01	000000120919	SUCS_NB	EQSEG	_	13074	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120920	SUCS_NB	EQSEG	_	13075	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120921	SUCS_NB	EQSEG	_	13077	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120922	SUCS_NB	EQSEG	_	13080	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120923	SUCS_NB	EQSEG	_	13081	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120924	SUCS_NB	EQSEG	_	13263	MXN	01/07/2020	2024	1	12	1123.84
NMP01	000000120925	SUCS_NB	EQSEG	_	13090	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120926	SUCS_NB	EQSEG	_	13091	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120927	SUCS_NB	EQSEG	_	13093	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120928	SUCS_NB	EQSEG	_	13105	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120929	SUCS_NB	EQSEG	_	13125	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120930	SUCS_NB	EQSEG	_	13139	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120931	SUCS_NB	EQSEG	_	13144	MXN	01/07/2020	2024	1	12	735.1
NMP01	000000120932	SUCS_NB	EQSEG	_	13144	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120933	SUCS_NB	EQSEG	_	13164	MXN	01/07/2020	2024	1	12	1123.84
NMP01	000000120934	SUCS_NB	EQSEG	_	13312	MXN	01/07/2020	2024	1	12	1123.84
NMP01	000000120935	SUCS_NB	EQSEG	_	13184	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120936	SUCS_NB	EQSEG	_	13189	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120937	SUCS_NB	EQSEG	_	13201	MXN	01/03/2018	2024	1	12	1123.84
NMP01	000000120938	SUCS_NB	EQSEG	_	13277	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120939	SUCS_NB	EQSEG	_	13321	MXN	01/03/2018	2024	1	12	735.1
NMP01	000000120940	SUCS_NB	EQSEG	_	13323	MXN	01/03/2018	2024	1	12	1140.52
NMP01	000000121047	CORP	PRY5	21000	ADMON	MXN	01/01/2021	2024	1	4	54214.8
NMP01	000000121053	CORP	PRY5	21000	ADMON	MXN	01/01/2021	2024	1	4	26160
NMP01	000000121054	CORP	PRY5	21000	ADMON	MXN	01/01/2021	2024	1	4	15146.66
NMP01	000000121059	CORP	PRY5	17000	ADMON	MXN	01/08/2020	2024	1	12	4434.68
NMP01	000000121060	CORP	PRY5	17000	ADMON	MXN	01/08/2020	2024	1	12	23419.41
NMP01	000000121067	CORP	EQOFN	25102	ADMON	MXN	01/09/2023	2024	1	12	1399.9
NMP01	000000121068	CORP	EQOFN	25102	ADMON	MXN	01/09/2023	2024	1	12	918.9
NMP01	000000121069	OPTIPROPIA	EQOFN	_	13012	MXN	01/03/2018	2024	1	12	1399.9
NMP01	000000121070	CORP	EQOFN	25000	ADMON	MXN	01/03/2018	2024	1	12	14999.9
NMP01	000000121086	CORP	PRY5	17002	ADMON	MXN	01/01/2021	2024	1	10	23335.2
NMP01	000000121087	CORP	PRY5	23000	ADMON	MXN	01/01/2022	2024	1	2	1608
NMP01	000000121088	CORP	PRY5	21000	ADMON	MXN	01/01/2021	2024	1	6	37762.2
NMP01	000000121089	CORP	PRY5	17000	ADMON	MXN	01/08/2019	2024	1	6	3374.1
NMP01	000000121092	CORP	PRY5	23000	ADMON	MXN	01/12/2020	2024	1	12	8853.2
NMP01	000000121093	CORP	PRY5	23000	ADMON	MXN	01/01/2022	2024	1	12	101920
NMP01	000000121094	CORP	PRY5	14000	ADMON	MXN	01/01/2022	2024	1	12	101920
NMP01	000000121095	OPTIPROPIA	EQOFN	_	13010	MXN	01/04/2018	2024	1	12	1399.9
NMP01	000000121096	OPTIPROPIA	EQOFN	_	13017	MXN	01/04/2018	2024	1	12	1399.9
NMP01	000000121097	OPTIPROPIA	EQOFN	_	13021	MXN	01/04/2018	2024	1	12	1399.9
NMP01	000000121098	OPTIRENTA	EQOFN	_	13278	MXN	01/06/2018	2024	1	12	3487.41
NMP01	000000121099	OPTIPROPIA	EQOFN	_	13032	MXN	01/04/2018	2024	1	12	1389.9
NMP01	000000121100	OPTIRENTA	EQOFN	_	13129	MXN	01/04/2018	2024	1	12	737.54
NMP01	000000121101	OPTIRENTA	EQOFN	_	13131	MXN	01/04/2018	2024	1	12	778.28
NMP01	000000121102	OPTIPROPIA	EQOFN	_	13011	MXN	01/04/2018	2024	1	12	1399.9
NMP01	000000121103	OPTIRENTA	EQOFN	_	13064	MXN	01/04/2018	2024	1	12	1399.9
NMP01	000000121104	OPTIPROPIA	EQOFN	_	13019	MXN	01/05/2018	2024	1	12	1397.59
NMP01	000000121105	OPTIPROPIA	EQOFN	_	13018	MXN	01/04/2018	2024	1	12	940.4
NMP01	000000121106	OPTIPROPIA	EQOFN	_	13025	MXN	01/04/2018	2024	1	12	940.4
NMP01	000000121107	OPTIRENTA	EQOFN	_	13034	MXN	01/04/2018	2024	1	12	940.4
NMP01	000000121108	OPTIRENTA	EQOFN	_	13063	MXN	01/05/2018	2024	1	12	2165.66
NMP01	000000121109	OPTIRENTA	EQOFN	_	13149	MXN	01/04/2018	2024	1	12	1244.86
NMP01	000000121110	OPTIRENTA	EQOFN	_	13175	MXN	01/04/2018	2024	1	12	978.54
NMP01	000000121111	OPTIRENTA	EQOFN	_	13176	MXN	01/04/2018	2024	1	12	940.4
NMP01	000000121112	OPTIRENTA	EQOFN	_	13202	MXN	01/04/2018	2024	1	12	940.4
NMP01	000000121113	CORP	EQOFN	25102	ADMON	MXN	01/09/2023	2024	1	12	1718.52
NMP01	000000121114	OPTIRENTA	EQOFN	_	13121	MXN	01/05/2018	2024	1	12	1844.99
NMP01	000000121115	CORP	EQOFN	25102	ADMON	MXN	01/09/2023	2024	1	12	1427.86
NMP01	000000121116	CORP	EQOFN	25102	ADMON	MXN	01/09/2023	2024	1	12	1704.46
NMP01	000000121117	OPTIRENTA	EQOFN	_	13197	MXN	01/04/2018	2024	1	12	1321.06
NMP01	000000121118	CORP	EQOFN	25020	ADMON	MXN	01/02/2022	2024	1	12	1481.9
NMP01	000000121119	CORP	EQOFN	25020	ADMON	MXN	01/02/2022	2024	1	12	1481.9
NMP01	000000121120	CORP	EQOFN	25020	ADMON	MXN	01/02/2022	2024	1	12	1481.9
NMP01	000000121121	OPTIPROPIA	EQOFN	_	13007	MXN	01/05/2018	2024	1	12	2036.75
NMP01	000000121123	OPTIRENTA	EQOFN	_	13195	MXN	01/05/2018	2024	1	12	5702.2
NMP01	000000121124	SUCS_NB	EQOFN	_	31001	MXN	01/05/2018	2024	1	12	2944.4
NMP01	000000121125	SUCS_NB	EQOFN	_	31001	MXN	01/05/2018	2024	1	12	12674.9
NMP01	000000121126	CORP	EQOFN	25020	ADMON	MXN	01/02/2022	2024	1	12	818.9
NMP01	000000121127	CORP	EQOFN	25020	ADMON	MXN	01/02/2022	2024	1	12	818.9
NMP01	000000121128	CORP	EQOFN	25020	ADMON	MXN	01/02/2022	2024	1	12	818.9
NMP01	000000121129	CORP	EQMED	25701	ADMON	MXN	01/03/2023	2024	1	12	2204.9
NMP01	000000121130	OPTIRENTA	EQSEG	_	13273	MXN	01/05/2018	2024	1	12	3847.39
NMP01	000000121131	OPTIRENTA	EQSEG	_	13273	MXN	01/05/2018	2024	1	12	853.74
NMP01	000000121132	OPTIRENTA	EQSEG	_	13273	MXN	01/05/2018	2024	1	12	853.74
NMP01	000000121133	OPTIRENTA	EQSEG	_	13273	MXN	01/05/2018	2024	1	12	853.74
NMP01	000000121134	OPTIRENTA	EQSEG	_	13273	MXN	01/05/2018	2024	1	12	2289.36
NMP01	000000121135	OPTIRENTA	EQSEG	_	13273	MXN	01/05/2018	2024	1	12	2025.15
NMP01	000000121136	OPTIRENTA	EQSEG	_	13273	MXN	01/05/2018	2024	1	12	1550.61
NMP01	000000121137	OPTIRENTA	EQSEG	_	13273	MXN	01/05/2018	2024	1	12	1550.61
NMP01	000000121138	OPTIRENTA	EQSEG	_	13273	MXN	01/05/2018	2024	1	12	3551.27
NMP01	000000121139	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	1130.63
NMP01	000000121140	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	821.02
NMP01	000000121141	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	955.63
NMP01	000000121142	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	1413.31
NMP01	000000121143	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	1016.21
NMP01	000000121144	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	1016.22
NMP01	000000121145	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	1117.17
NMP01	000000121146	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	1406.58
NMP01	000000121147	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	1521
NMP01	000000121148	OPTIRENTA	EQAAC	_	13273	MXN	01/05/2018	2024	1	12	930.06
NMP01	000000121159	CORP	PRY5	17002	ADMON	MXN	01/01/2021	2024	1	12	73656
NMP01	000000121162	CORP	PRY5	23000	ADMON	MXN	01/01/2022	2024	1	12	94014.4
NMP01	000000121163	CORP	PRY5	21000	ADMON	MXN	01/01/2021	2024	1	6	57888
NMP01	000000121164	CORP	PRY5	17002	ADMON	MXN	01/01/2021	2024	1	12	8928
NMP01	000000121165	CORP	PRY5	17002	ADMON	MXN	01/05/2020	2024	1	1	2364.07
NMP01	000000121166	CORP	PRY5	15000	ADMON	MXN	01/02/2020	2024	1	5	3263.06
NMP01	000000121167	CORP	PRY5	23000	ADMON	MXN	01/01/2021	2024	1	12	89180
NMP01	000000121168	OPTIRENTA	EQOFN	_	13273	MXN	01/06/2018	2024	1	12	1513.44
NMP01	000000121169	OPTIRENTA	EQOFN	_	13273	MXN	01/06/2018	2024	1	12	1436.97
NMP01	000000121170	OPTIRENTA	EQOFN	_	13273	MXN	01/06/2018	2024	1	12	1436.97
NMP01	000000121171	OPTIRENTA	EQOFN	_	13273	MXN	01/06/2018	2024	1	12	2698.46
NMP01	000000121172	OPTIRENTA	EQOFN	_	13273	MXN	01/06/2018	2024	1	12	2698.46
NMP01	000000121173	OPTIRENTA	EQOFN	_	13273	MXN	01/06/2018	2024	1	12	2698.46
NMP01	000000121174	OPTIRENTA	EQOFN	_	13273	MXN	01/06/2018	2024	1	12	2698.46
NMP01	000000121175	OPTIRENTA	EQOFN	_	13273	MXN	01/06/2018	2024	1	12	2698.46
NMP01	000000121176	OPTIRENTA	EQOFN	_	13273	MXN	01/06/2018	2024	1	12	3367.83
NMP01	000000121177	OPTIRENTA	EQOFN	_	13273	MXN	01/05/2018	2024	1	12	836.9
NMP01	000000121178	CORP	EQOFN	16202	ADMON	MXN	01/02/2022	2024	1	12	1000.25
NMP01	000000121179	CORP	EQOFN	16202	ADMON	MXN	01/02/2022	2024	1	12	1481.9
NMP01	000000121180	CORP	EQOFN	16202	ADMON	MXN	01/02/2022	2024	1	12	1481.9
NMP01	000000121181	CORP	EQOFN	16202	ADMON	MXN	01/02/2022	2024	1	12	1481.9
NMP01	000000121182	CORP	EQOFN	16202	ADMON	MXN	01/02/2022	2024	1	12	1481.9
NMP01	000000121183	CORP	EQOFN	16202	ADMON	MXN	01/02/2022	2024	1	12	1481.9
NMP01	000000121184	SUCS_NB	EQOFN	_	31005	MXN	01/06/2018	2024	1	12	2598.96
NMP01	000000121185	SUCS_NB	EQOFN	_	31005	MXN	01/06/2018	2024	1	12	1110.93
NMP01	000000121186	INTERVE_CM	EQOFN	_	33000	MXN	01/06/2018	2024	1	12	7971.98
NMP01	000000121187	INTERVE_CM	EQOFN	_	33000	MXN	01/06/2018	2024	1	12	7679.4
NMP01	000000121188	INTERVE_CM	EQOFN	_	33000	MXN	01/06/2018	2024	1	12	15762.35
NMP01	000000121189	INTERVE_CM	EQOFN	_	33000	MXN	01/06/2018	2024	1	12	25893.1
NMP01	000000121190	INTERVE_CM	EQOFN	_	13000	MXN	01/03/2019	2024	1	12	357505.84
NMP01	000000121191	INTERVE_CM	EQOFN	_	13000	MXN	01/03/2019	2024	1	12	357505.84
NMP01	000000121192	INTERVE_CM	EQOFN	_	13000	MXN	01/03/2019	2024	1	12	357505.84
NMP01	000000121193	INTERVE_CM	EQOFN	_	13000	MXN	01/03/2019	2024	1	12	357505.84
NMP01	000000121194	INTERVE_CM	EQOFN	_	13000	MXN	01/03/2019	2024	1	12	357505.84
NMP01	000000121195	INTERVE_CM	EQOFN	_	13000	MXN	01/03/2019	2024	1	12	357505.84
NMP01	000000121196	INTERVE_CM	EQOFN	_	13000	MXN	01/03/2019	2024	1	12	357505.84
NMP01	000000121197	INTERVE_CM	EQOFN	_	13000	MXN	01/03/2019	2024	1	12	357505.84
NMP01	000000121198	INTERVE_CM	EQOFN	_	33000	MXN	01/06/2018	2024	1	12	2914.1
NMP01	000000121199	INTERVE_CM	EQOFN	_	33000	MXN	01/06/2018	2024	1	12	1588.7
NMP01	000000121200	INTERVE_CM	EDIFC	_	13000	MXN	01/06/2018	2024	1	12	39668.6
NMP01	000000121201	INTERVE_CM	EDIFC	_	13000	MXN	01/06/2018	2024	1	12	14511.7
NMP01	000000121202	INTERVE_CM	EDIFC	_	13000	MXN	01/06/2018	2024	1	12	4478.93
NMP01	000000121203	INTERVE_CM	EDIFC	_	33000	MXN	01/06/2018	2024	1	12	12708.17
NMP01	000000121204	INTERVE_CM	EDIFC	_	13000	MXN	01/06/2018	2024	1	12	489.64
NMP01	000000121205	INTERVE_CM	EDIFC	_	33000	MXN	01/06/2018	2024	1	12	1389.36
NMP01	000000121206	INTERVE_CM	EDIFC	_	13000	MXN	01/06/2018	2024	1	12	2505.75
NMP01	000000121207	INTERVE_CM	EDIFC	_	33000	MXN	01/06/2018	2024	1	12	7109.65
NMP01	000000121208	INTERVE_CM	EDIFC	_	13000	MXN	01/06/2018	2024	1	12	7475.44
NMP01	000000121209	INTERVE_CM	EDIFC	_	13000	MXN	01/10/2021	2024	1	12	-6975.9
NMP01	000000121210	INTERVE_CM	EDIFC	_	13000	MXN	01/06/2018	2024	1	12	82830.97
NMP01	000000121213	INTERVE_CM	EQSEG	_	13000	MXN	01/06/2018	2024	1	12	4576.69
NMP01	000000121214	INTERVE_CM	EDIFC	_	13000	MXN	01/06/2018	2024	1	12	261692.96
NMP01	000000121223	INTERVE_CM	SNEUM	_	13000	MXN	01/06/2018	2024	1	12	75543.26
NMP01	000000121224	INTERVE_CM	SNEUM	_	13000	MXN	01/06/2018	2024	1	12	80453.85
NMP01	000000121225	INTERVE_CM	SNEUM	_	13000	MXN	01/06/2018	2024	1	12	36773.62
NMP01	000000121261	CORP	PRY5	17002	ADMON	MXN	01/01/2021	2024	1	12	6673.33
NMP01	000000121262	CORP	PRY5	23000	ADMON	MXN	01/08/2019	2024	1	6	8000
NMP01	000000121263	CORP	PRY5	15000	ADMON	MXN	01/08/2019	2024	1	2	3333.33
NMP01	000000121264	CORP	PRY5	23000	ADMON	MXN	01/01/2021	2024	1	12	87360
NMP01	000000121265	CORP	PRY5	21000	ADMON	MXN	01/01/2021	2024	1	5	2225
NMP01	000000121314	CORP	PRY5	21000	ADMON	MXN	01/01/2021	2024	1	7	309269.33
NMP01	000000121316	CORP	PRY5	18400	ADMON	MXN	01/08/2019	2024	1	2	4650.67
